group,gender,year_birth,total_orders,total_m,total_f,total_o,regency,abandoned_cars,recupered_cars,orders_3,orders_6,orders_9,campaing_subscribe,conversion,spent_category,Others,colina,la reina,macul,maipu,nunoa,penalolen,providencia,puente alto,puerto montt,punta arenas,rancagua,buy_campaing  
0,1,4,1,0,37800,0,7,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,0,37750,0,4,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,4,1,0,37750,0,10,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,1,0,37740,0,3,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,1,37710,0,0,8,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,37700,0,0,8,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,4,1,0,37700,0,9,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,0,37681,0,5,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,4,1,0,37680,0,7,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,0,37562,0,7,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,4,1,0,37500,0,15,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,0,37348,0,2,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,1,0,0,37280,9,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,1,0,37242,0,13,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,0,37240,0,12,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,4,1,0,37170,0,9,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,3,1,0,37150,0,8,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,1,0,37108,0,7,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,1,0,37090,0,4,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,1,37050,0,0,4,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,1,37050,0,0,4,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,1,37050,0,0,12,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,0,36972,0,5,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,0,36950,0,8,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,1,0,36890,0,5,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,3,1,0,36801,0,5,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,0,36800,0,9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,3,1,0,36800,0,9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,4,1,0,36800,0,10,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,1,36721,0,0,5,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,1,0,36655,0,8,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,36650,0,0,8,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,0,36600,0,8,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,1,0,36547,0,21,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,0,36500,0,5,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,2,1,0,36450,0,8,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1,3,1,0,36430,0,4,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
0,1,1,1,0,36390,0,5,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,0,36370,0,5,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,4,1,0,36370,0,20,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,1,0,36370,0,5,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,1,0,36362,0,4,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,3,0,36248,0,4,3,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,4,1,0,36200,0,8,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,4,1,0,36150,0,5,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,1,0,36150,0,5,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,1,0,36150,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,1,36145,0,0,8,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,0,36124,0,5,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,1,0,36082,0,5,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,36050,0,0,5,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,4,1,0,36050,0,7,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,1,0,36050,0,4,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,3,1,0,36040,0,8,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,2,0,35940,0,7,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,3,1,0,35868,0,6,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,4,1,0,35800,0,8,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,4,2,0,35780,0,5,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,1,0,35730,0,15,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,1,0,35677,0,7,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,1,0,35662,0,7,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,0,35613,0,4,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,1,35600,0,0,8,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,4,1,0,35575,0,8,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,1,0,0,0,17,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,4,1,0,35529,0,9,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,4,1,0,35524,0,4,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,1,0,35520,0,7,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1,4,1,0,35495,0,9,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,4,1,35440,0,0,7,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,0,35415,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,35413,0,0,5,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,1,0,35384,0,4,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,1,35371,0,0,22,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,4,1,0,35371,0,3,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,3,1,0,35350,0,4,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,4,1,35335,0,0,2,2,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,0,35330,0,7,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,0,35262,0,6,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,1,35230,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,0,35190,0,9,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,1,35050,0,0,4,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,3,1,35050,0,0,9,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,1,35050,0,0,3,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,1,35050,0,0,18,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,0,34911,0,6,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,1,0,34890,0,5,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,4,1,0,34890,0,6,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,4,1,0,34889,0,4,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,34812,0,0,2,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,4,1,0,34800,0,12,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,1,0,34782,0,7,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,0,34780,0,4,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1,1,3,1,0,34750,0,4,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,0,34750,0,4,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,4,1,0,34688,0,10,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,0,34651,0,5,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,34572,0,0,2,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,0,34570,0,16,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,4,1,0,34570,0,16,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,4,1,0,34542,0,5,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,4,1,0,34540,0,6,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,2,0,34490,0,7,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,1,0,34415,0,5,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,1,0,34380,0,10,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,1,0,34330,0,4,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,0,34300,0,12,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,4,1,0,34060,0,14,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,4,1,0,34051,0,5,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,4,1,34050,0,0,6,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,4,1,0,34036,0,4,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,4,1,0,34036,0,5,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,2,0,34020,0,17,2,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,4,1,0,33942,0,5,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,1,0,33671,0,7,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,2,0,33654,0,5,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,0,33625,0,2,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0,1,4,1,0,33594,0,5,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,1,0,33580,0,7,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,1,0,33555,0,21,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,1,0,33540,0,5,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,4,1,0,33493,0,5,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,4,2,33460,0,0,18,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,2,0,33404,0,5,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0,1,4,1,0,33330,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,1,0,33325,0,7,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,4,1,0,33140,0,9,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,4,1,0,33120,0,18,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,4,1,0,33120,0,13,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,2,0,33050,0,7,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,3,1,0,33050,0,8,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,3,2,0,32970,0,5,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,1,0,32950,0,8,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,1,0,32950,0,4,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,3,1,0,32845,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,0,32845,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,1,0,32790,0,4,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,4,1,0,32738,0,1,2,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,2,0,32691,0,7,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,3,1,0,32671,0,8,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,1,32645,0,0,4,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,3,1,0,32587,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,1,0,32587,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,1,0,32587,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,1,0,32561,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,1,0,32561,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,1,0,32561,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,4,1,32556,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,3,1,0,32550,0,9,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,1,0,32480,0,3,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,0,0,32462,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,1,0,32452,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,4,2,0,32434,0,7,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,4,1,0,32405,0,9,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,0,32356,0,4,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,0,32350,0,7,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,4,1,0,32350,0,7,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,1,0,32350,0,7,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,0,32325,0,2,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,1,0,32311,0,4,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,4,1,0,32280,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,4,1,0,0,32250,3,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,1,0,32250,0,6,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,1,0,32250,0,13,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,0,32240,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,2,1,0,32240,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,3,1,0,32240,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,1,0,32240,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,0,32240,0,2,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,0,32240,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,3,1,0,32240,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,4,1,0,32240,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,4,1,0,32240,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,1,0,32240,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,4,1,0,32240,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,1,0,32240,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,1,0,32240,0,1,3,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,4,1,0,32240,0,1,4,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,1,0,32240,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,1,0,32240,0,1,3,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,1,0,32240,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,4,1,0,32240,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,1,0,32240,0,5,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,4,1,0,32240,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,4,1,0,32225,0,5,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,1,0,32221,0,4,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,0,32215,0,9,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,32140,0,0,15,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,0,32050,0,5,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,2,1,0,31980,0,4,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,4,1,0,31980,0,4,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,1,0,31980,0,5,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,2,0,31980,0,5,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,3,2,0,31979,0,5,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,2,0,31979,0,4,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,4,2,0,31979,0,5,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0,1,4,2,0,31978,0,5,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,3,1,0,31925,0,4,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0,1,4,1,0,31870,0,7,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,4,1,0,31845,0,5,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,4,1,0,31845,0,5,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,1,0,31690,0,5,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,3,1,0,31630,0,5,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,3,1,0,31599,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,4,1,0,31599,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,2,14860,16705,0,7,2,2,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,1,0,31561,0,5,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,1,0,31561,0,5,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,0,31532,0,4,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,2,0,31520,0,6,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,3,2,31508,0,0,8,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,4,1,0,31482,0,2,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,4,1,0,31452,0,5,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,0,31437,0,7,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,4,1,0,31402,0,6,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,4,1,0,31356,0,4,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,1,0,31320,0,20,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,1,0,31320,0,4,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,0,31240,0,5,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,1,4,1,0,31240,0,5,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,1,0,31240,0,5,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,1,0,31240,0,5,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,4,1,0,31225,0,4,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,1,31200,0,0,22,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,4,1,0,31171,0,6,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,3,1,0,31165,0,6,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,4,1,0,31080,0,5,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,1,1,1,0,31050,0,6,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,4,1,0,31050,0,7,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,4,1,0,31050,0,4,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,4,1,0,30971,0,5,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,2,0,30880,0,16,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1,1,3,1,0,30862,0,14,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,0,30850,0,7,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
