group,gender,year_birth,total_orders,total_m,total_f,total_o,regency,abandoned_cars,recupered_cars,orders_3,orders_6,orders_9,campaing_subscribe,conversion,spent_category,Others,colina,la reina,macul,maipu,nunoa,penalolen,providencia,puente alto,puerto montt,punta arenas,rancagua,buy_campaing  
1,1,2,1,0,18290,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,0,18290,0,2,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,0,18290,0,12,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,0,18290,0,12,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,0,18290,0,13,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,1,0,18290,0,12,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,4,1,0,18250,0,5,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,18240,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,3,1,18240,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,4,1,18240,0,0,5,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,4,1,0,18240,0,2,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,4,1,0,18125,0,9,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,4,1,0,18000,0,12,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,0,17991,0,2,2,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,4,1,0,17973,0,2,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,4,1,17943,0,0,2,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,3,1,0,17910,0,13,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,1,0,17900,0,21,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,0,17900,0,11,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,1,0,0,17881,18,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,0,0,0,12,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,0,17760,0,20,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,4,1,0,17755,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,1,1,0,0,17750,10,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,0,17733,0,4,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,2,1,0,17709,0,9,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0,1,2,1,0,17648,0,2,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,1,0,17570,0,6,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,3,1,0,17570,0,7,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1,1,3,1,0,17570,0,7,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,3,1,0,17570,0,7,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,1,17560,0,0,7,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,17560,0,0,8,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,0,17560,0,7,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,1,17560,0,0,6,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,2,1,17560,0,0,16,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,1,17560,0,0,7,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,1,17560,0,0,5,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,3,1,0,17560,0,7,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,3,1,17560,0,0,8,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,1,17560,0,0,6,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,3,1,0,17497,0,3,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,4,1,0,17497,0,5,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,0,17471,0,3,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,0,17448,0,8,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1,1,4,1,0,17390,0,7,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,4,1,0,17390,0,4,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,0,17362,0,3,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,0,17362,0,19,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,1,0,17355,0,6,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,0,17271,0,8,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,0,17271,0,15,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,1,0,17236,0,4,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1,1,4,1,0,17162,0,11,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,0,17150,0,6,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,0,17150,0,5,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,1,0,17150,0,3,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,1,0,17150,0,4,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,2,1,0,17150,0,6,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,1,0,17150,0,7,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,0,17150,0,4,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,4,1,0,17150,0,5,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,4,1,0,17150,0,2,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,4,1,0,17150,0,6,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,1,0,17082,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,4,1,0,17063,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,0,0,17050,3,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,4,1,0,17010,0,11,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,1,0,16996,0,2,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,0,16996,0,5,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,1,0,16980,0,5,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,1,0,16980,0,2,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,0,16950,0,2,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,0,16950,0,13,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,1,0,16950,0,9,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,1,0,16950,0,6,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,1,0,16950,0,12,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,0,16950,0,8,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,0,16950,0,4,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,3,1,0,16950,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1,3,1,0,16950,0,6,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,3,1,0,16950,0,14,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,0,16950,0,2,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,3,1,0,16950,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,0,16950,0,9,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,3,1,0,16950,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,4,1,0,16950,0,3,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,3,1,0,16948,0,2,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,1,0,16870,0,5,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,1,0,16786,0,13,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,0,16786,0,19,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,1,0,16786,0,19,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,1,0,16770,0,7,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,2,1,0,16750,0,5,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,1,0,16750,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,3,1,0,16750,0,10,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,1,0,16750,0,13,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,4,1,0,16750,0,8,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,0,16741,0,2,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,16741,0,0,6,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,1,1,16741,0,0,14,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,1,0,16741,0,2,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,4,1,16741,0,0,12,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,0,16587,0,4,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,0,0,16530,6,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,3,1,16471,0,0,9,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,1,0,16471,0,15,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,0,16450,0,6,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,1,0,16450,0,5,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,1,0,16450,0,7,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,0,16450,0,2,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,4,1,0,16450,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,4,1,0,0,16444,7,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,1,0,16410,0,2,2,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,3,1,16375,0,0,2,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,1,0,16362,0,7,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,1,0,16362,0,5,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,1,0,16362,0,3,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,1,0,16321,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,0,16240,0,5,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,0,16240,0,5,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,1,0,16240,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,1,0,16240,0,5,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,3,1,0,16240,0,6,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,3,1,0,16240,0,8,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,3,1,0,16240,0,3,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,1,0,16150,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,1,0,16150,0,5,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0,1,2,1,0,16150,0,5,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,2,1,16150,0,0,7,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,1,0,16150,0,5,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,2,1,0,16150,0,6,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,1,0,16150,0,11,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,16150,0,0,19,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,1,16150,0,0,15,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,1,0,16150,0,3,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,1,16150,0,0,21,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,1,16150,0,0,6,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,4,1,0,16150,0,5,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,3,1,16148,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,1,0,16137,0,2,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,4,1,16110,0,0,16,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,4,1,0,16101,0,4,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,1,0,16071,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,0,16050,0,6,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,1,0,16050,0,9,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,0,16050,0,5,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,4,1,0,16050,0,7,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,0,16000,0,6,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,0,16000,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,1,4,1,0,16000,0,5,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,0,15990,0,5,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,0,15990,0,4,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,0,15990,0,5,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,0,15990,0,5,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,0,15990,0,4,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,1,0,15990,0,4,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,1,0,15990,0,4,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,1,0,15990,0,5,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,1,0,15990,0,5,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,1,0,15990,0,5,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,1,0,15990,0,4,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0,1,2,1,0,15990,0,4,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,2,1,0,15990,0,4,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,1,0,15990,0,4,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,1,0,15990,0,9,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0,1,2,1,0,15990,0,5,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,1,0,15990,0,5,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,1,15990,0,0,10,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,1,0,15990,0,4,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,2,1,0,15990,0,5,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,1,0,15990,0,5,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0,1,3,1,0,15990,0,4,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,0,15990,0,4,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,0,15990,0,5,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,0,15990,0,5,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,1,3,1,0,15990,0,4,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,3,1,0,15990,0,5,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,0,15990,0,4,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,4,1,0,15990,0,5,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,4,1,0,15990,0,16,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,4,1,15990,0,0,11,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,4,1,0,15990,0,5,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,1,0,15990,0,4,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,0,15989,0,5,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,0,15989,0,4,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,0,15989,0,4,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,1,1,0,15989,0,4,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,0,15989,0,4,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,0,15989,0,4,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0,1,2,1,0,15989,0,4,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,1,0,15989,0,4,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,1,0,15989,0,4,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,1,0,15989,0,4,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,2,1,0,15989,0,4,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,2,1,0,15989,0,4,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,2,1,0,15989,0,4,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,1,0,15989,0,4,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,1,0,15989,0,4,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,1,0,15989,0,4,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,2,1,0,15989,0,5,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,1,0,15989,0,5,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,1,0,15989,0,4,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,2,1,0,15989,0,4,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,1,0,15989,0,5,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,1,0,15989,0,4,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,1,0,15989,0,4,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,1,0,15989,0,4,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,1,0,15989,0,5,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,2,1,0,15989,0,4,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,1,0,15989,0,5,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,1,0,15989,0,4,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,2,1,0,15989,0,4,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,1,0,15989,0,5,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,1,0,15989,0,4,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,1,0,15989,0,4,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,0,15989,0,5,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,3,1,0,15989,0,4,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,3,1,0,15989,0,5,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,0,15989,0,4,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,0,15989,0,4,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,3,1,0,15989,0,4,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,0,15989,0,4,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,0,15989,0,5,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,0,15989,0,4,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1,3,1,0,15989,0,4,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,0,15989,0,4,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,0,15989,0,4,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,3,1,0,15989,0,4,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,0,15989,0,4,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,0,15989,0,4,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1,3,1,0,15989,0,5,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,3,1,0,15989,0,5,2,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,1,0,15989,0,5,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
